file;minutes;volumes;fd_threshold;afni_dof
sub-08_ses-2_task-SB_setting-preproc_bold.nii.gz;6;119;0.4;42.0
sub-09_ses-1_task-MB4_setting-preproc_bold.nii.gz;6;521;0.4;32.0
sub-09_ses-1_task-SB_setting-preproc_bold.nii.gz;6;119;0.4;43.0
sub-09_ses-2_task-MB4_setting-preproc_bold.nii.gz;6;521;0.4;38.0
sub-09_ses-2_task-SB_setting-preproc_bold.nii.gz;6;119;0.4;43.0
sub-10_ses-1_task-MB4_setting-preproc_bold.nii.gz;6;520;0.4;25.0
sub-10_ses-1_task-SB_setting-preproc_bold.nii.gz;6;119;0.4;43.0
sub-10_ses-2_task-MB4_setting-preproc_bold.nii.gz;6;521;0.4;27.0
sub-10_ses-2_task-SB_setting-preproc_bold.nii.gz;6;119;0.4;43.0
sub-11_ses-1_task-MB4_setting-preproc_bold.nii.gz;6;521;0.4;
sub-11_ses-1_task-SB_setting-preproc_bold.nii.gz;6;119;0.4;39.0
sub-11_ses-2_task-MB4_setting-preproc_bold.nii.gz;6;521;0.4;1.0
sub-11_ses-2_task-SB_setting-preproc_bold.nii.gz;6;119;0.4;43.0
sub-12_ses-1_task-MB4_setting-preproc_bold.nii.gz;6;521;0.4;40.0
sub-12_ses-1_task-SB_setting-preproc_bold.nii.gz;6;119;0.4;43.0
sub-12_ses-2_task-MB4_setting-preproc_bold.nii.gz;6;521;0.4;42.0
sub-12_ses-2_task-SB_setting-preproc_bold.nii.gz;6;119;0.4;43.0
sub-13_ses-1_task-MB4_setting-preproc_bold.nii.gz;6;520;0.4;44.0
sub-13_ses-1_task-SB_setting-preproc_bold.nii.gz;6;119;0.4;40.0
sub-13_ses-2_task-MB4_setting-preproc_bold.nii.gz;6;520;0.4;39.0
sub-13_ses-2_task-SB_setting-preproc_bold.nii.gz;6;119;0.4;22.0
sub-14_ses-1_task-MB4_setting-preproc_bold.nii.gz;6;521;0.4;40.0
sub-14_ses-1_task-SB_setting-preproc_bold.nii.gz;6;119;0.4;
sub-14_ses-2_task-MB4_setting-preproc_bold.nii.gz;6;521;0.4;1.0
sub-14_ses-2_task-SB_setting-preproc_bold.nii.gz;6;119;0.4;29.0
sub-15_ses-1_task-MB4_setting-preproc_bold.nii.gz;6;521;0.4;
sub-15_ses-1_task-SB_setting-preproc_bold.nii.gz;6;119;0.4;35.0
sub-15_ses-2_task-MB4_setting-preproc_bold.nii.gz;6;520;0.4;
sub-15_ses-2_task-SB_setting-preproc_bold.nii.gz;6;119;0.4;22.0
sub-16_ses-1_task-MB4_setting-preproc_bold.nii.gz;6;521;0.4;25.0
sub-16_ses-1_task-SB_setting-preproc_bold.nii.gz;6;119;0.4;43.0
sub-16_ses-2_task-MB4_setting-preproc_bold.nii.gz;6;520;0.4;42.0
sub-16_ses-2_task-SB_setting-preproc_bold.nii.gz;6;119;0.4;34.0
sub-17_ses-1_task-MB4_setting-preproc_bold.nii.gz;6;520;0.4;38.0
sub-17_ses-1_task-SB_setting-preproc_bold.nii.gz;6;119;0.4;43.0
sub-17_ses-2_task-MB4_setting-preproc_bold.nii.gz;6;520;0.4;41.0
sub-17_ses-2_task-SB_setting-preproc_bold.nii.gz;6;119;0.4;43.0
sub-18_ses-1_task-MB4_setting-preproc_bold.nii.gz;6;520;0.4;41.0
sub-18_ses-1_task-SB_setting-preproc_bold.nii.gz;6;119;0.4;39.0
sub-18_ses-2_task-MB4_setting-preproc_bold.nii.gz;6;521;0.4;39.0
sub-18_ses-2_task-SB_setting-preproc_bold.nii.gz;6;119;0.4;38.0
sub-19_ses-1_task-MB4_setting-preproc_bold.nii.gz;6;521;0.4;
sub-19_ses-1_task-SB_setting-preproc_bold.nii.gz;6;119;0.4;34.0
sub-19_ses-2_task-MB4_setting-preproc_bold.nii.gz;6;521;0.4;
sub-19_ses-2_task-SB_setting-preproc_bold.nii.gz;6;119;0.4;43.0
sub-20_ses-1_task-SB_setting-preproc_bold.nii.gz;6;119;0.4;43.0
sub-20_ses-2_task-MB4_setting-preproc_bold.nii.gz;6;521;0.4;45.0
sub-20_ses-2_task-SB_setting-preproc_bold.nii.gz;6;119;0.4;43.0
sub-21_ses-1_task-MB4_setting-preproc_bold.nii.gz;6;520;0.4;45.0
sub-21_ses-1_task-SB_setting-preproc_bold.nii.gz;6;120;0.4;45.0
sub-21_ses-2_task-MB4_setting-preproc_bold.nii.gz;6;521;0.4;45.0
sub-21_ses-2_task-SB_setting-preproc_bold.nii.gz;6;119;0.4;43.0
sub-22_ses-1_task-MB4_setting-preproc_bold.nii.gz;6;520;0.4;
sub-22_ses-1_task-SB_setting-preproc_bold.nii.gz;6;119;0.4;41.0
sub-22_ses-2_task-MB4_setting-preproc_bold.nii.gz;6;520;0.4;30.0
sub-22_ses-2_task-SB_setting-preproc_bold.nii.gz;6;119;0.4;36.0
sub-23_ses-1_task-MB4_setting-preproc_bold.nii.gz;6;521;0.4;26.0
sub-23_ses-1_task-SB_setting-preproc_bold.nii.gz;6;119;0.4;43.0
sub-23_ses-2_task-MB4_setting-preproc_bold.nii.gz;6;521;0.4;21.0
sub-23_ses-2_task-SB_setting-preproc_bold.nii.gz;6;119;0.4;43.0
sub-24_ses-1_task-MB4_setting-preproc_bold.nii.gz;6;521;0.4;28.0
sub-24_ses-1_task-SB_setting-preproc_bold.nii.gz;6;119;0.4;41.0
sub-24_ses-2_task-SB_setting-preproc_bold.nii.gz;6;119;0.4;39.0
sub-25_ses-1_task-MB4_setting-preproc_bold.nii.gz;6;521;0.4;32.0
sub-25_ses-1_task-SB_setting-preproc_bold.nii.gz;6;119;0.4;43.0
sub-25_ses-2_task-MB4_setting-preproc_bold.nii.gz;6;521;0.4;2.0
sub-25_ses-2_task-SB_setting-preproc_bold.nii.gz;6;119;0.4;33.0
sub-01_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;608;1.0;36.0
sub-01_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-01_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;608;1.0;16.0
sub-01_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-02_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;608;1.0;55.0
sub-02_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-02_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;608;1.0;55.0
sub-02_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-03_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;608;1.0;55.0
sub-03_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-03_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;608;1.0;55.0
sub-03_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-04_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;608;1.0;55.0
sub-04_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-04_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;608;1.0;55.0
sub-04_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-05_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;608;1.0;55.0
sub-05_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-05_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;608;1.0;55.0
sub-05_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-06_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;608;1.0;55.0
sub-06_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-06_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;53.0
sub-07_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;608;1.0;49.0
sub-07_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-07_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;608;1.0;48.0
sub-07_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-08_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;607;1.0;55.0
sub-08_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-08_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;608;1.0;55.0
sub-08_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-09_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;608;1.0;55.0
sub-09_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-09_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;608;1.0;55.0
sub-09_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-10_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;607;1.0;55.0
sub-10_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-10_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;608;1.0;55.0
sub-10_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-11_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;608;1.0;55.0
sub-11_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;54.0
sub-11_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;608;1.0;53.0
sub-11_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-12_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;608;1.0;55.0
sub-12_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-12_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;608;1.0;55.0
sub-12_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-13_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;607;1.0;55.0
sub-13_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-13_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;607;1.0;55.0
sub-13_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;51.0
sub-14_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;608;1.0;55.0
sub-14_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;54.0
sub-14_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;608;1.0;51.0
sub-14_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-15_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;608;1.0;44.0
sub-15_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-15_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;607;1.0;39.0
sub-15_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;50.0
sub-16_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;608;1.0;55.0
sub-16_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-16_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;607;1.0;55.0
sub-16_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-17_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;607;1.0;55.0
sub-17_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-17_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;607;1.0;55.0
sub-17_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-18_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;607;1.0;55.0
sub-18_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-18_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;608;1.0;55.0
sub-18_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-19_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;608;1.0;55.0
sub-19_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;53.0
sub-19_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;608;1.0;55.0
sub-19_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-20_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-20_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;608;1.0;55.0
sub-20_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-21_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;606;1.0;55.0
sub-21_ses-1_task-SB_setting-preproc_bold.nii.gz;7;140;1.0;55.0
sub-21_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;608;1.0;55.0
sub-21_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-22_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;607;1.0;54.0
sub-22_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-22_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;607;1.0;55.0
sub-22_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-23_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;608;1.0;55.0
sub-23_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-23_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;608;1.0;53.0
sub-23_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-24_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;608;1.0;55.0
sub-24_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;55.0
sub-24_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;53.0
sub-25_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;608;1.0;53.0
sub-25_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;52.0
sub-25_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;608;1.0;53.0
sub-25_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;1.0;54.0
sub-01_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;608;0.4;
sub-01_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;51.0
sub-01_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;608;0.4;
sub-01_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;48.0
sub-02_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;608;0.4;55.0
sub-02_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;55.0
sub-02_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;608;0.4;53.0
sub-02_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;53.0
sub-03_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;608;0.4;47.0
sub-03_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;55.0
sub-03_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;608;0.4;51.0
sub-03_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;55.0
sub-04_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;608;0.4;
sub-04_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;42.0
sub-04_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;608;0.4;6.0
sub-04_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;52.0
sub-05_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;608;0.4;55.0
sub-05_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;55.0
sub-05_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;608;0.4;55.0
sub-05_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;54.0
sub-06_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;608;0.4;32.0
sub-06_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;52.0
sub-06_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;45.0
sub-07_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;608;0.4;29.0
sub-07_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;38.0
sub-07_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;608;0.4;17.0
sub-07_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;49.0
sub-08_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;607;0.4;1.0
sub-08_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;55.0
sub-08_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;608;0.4;6.0
sub-08_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;54.0
sub-09_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;608;0.4;42.0
sub-09_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;55.0
sub-09_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;608;0.4;47.0
sub-09_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;55.0
sub-10_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;607;0.4;31.0
sub-10_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;55.0
sub-10_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;608;0.4;31.0
sub-10_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;55.0
sub-11_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;608;0.4;
sub-11_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;51.0
sub-11_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;608;0.4;
sub-11_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;55.0
sub-12_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;608;0.4;50.0
sub-12_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;55.0
sub-12_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;608;0.4;52.0
sub-12_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;55.0
sub-13_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;607;0.4;54.0
sub-13_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;51.0
sub-13_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;607;0.4;47.0
sub-13_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;32.0
sub-14_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;608;0.4;49.0
sub-14_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;
sub-14_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;608;0.4;
sub-14_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;38.0
sub-15_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;608;0.4;
sub-15_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;47.0
sub-15_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;607;0.4;
sub-15_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;28.0
sub-16_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;608;0.4;31.0
sub-16_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;55.0
sub-16_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;607;0.4;48.0
sub-16_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;45.0
sub-17_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;607;0.4;48.0
sub-17_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;55.0
sub-17_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;607;0.4;51.0
sub-17_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;55.0
sub-18_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;607;0.4;50.0
sub-18_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;51.0
sub-18_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;608;0.4;49.0
sub-18_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;48.0
sub-19_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;608;0.4;7.0
sub-19_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;38.0
sub-19_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;608;0.4;
sub-19_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;55.0
sub-20_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;55.0
sub-20_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;608;0.4;55.0
sub-20_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;55.0
sub-21_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;606;0.4;55.0
sub-21_ses-1_task-SB_setting-preproc_bold.nii.gz;7;140;0.4;55.0
sub-21_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;608;0.4;54.0
sub-21_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;55.0
sub-22_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;607;0.4;1.0
sub-22_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;47.0
sub-22_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;607;0.4;37.0
sub-22_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;48.0
sub-23_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;608;0.4;31.0
sub-23_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;55.0
sub-23_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;608;0.4;30.0
sub-23_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;55.0
sub-24_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;608;0.4;38.0
sub-24_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;52.0
sub-24_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;51.0
sub-25_ses-1_task-MB4_setting-preproc_bold.nii.gz;7;608;0.4;42.0
sub-25_ses-1_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;48.0
sub-25_ses-2_task-MB4_setting-preproc_bold.nii.gz;7;608;0.4;
sub-25_ses-2_task-SB_setting-preproc_bold.nii.gz;7;139;0.4;45.0
sub-01_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;695;1.0;43.0
sub-01_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
sub-01_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;695;1.0;23.0
sub-01_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
sub-02_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;695;1.0;63.0
sub-02_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
sub-02_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;695;1.0;63.0
sub-02_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
sub-03_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;695;1.0;63.0
sub-03_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
sub-03_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;695;1.0;63.0
sub-03_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
sub-04_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;695;1.0;63.0
sub-04_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
sub-04_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;695;1.0;63.0
sub-04_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
sub-05_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;695;1.0;63.0
sub-05_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
sub-05_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;695;1.0;63.0
sub-05_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
sub-06_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;695;1.0;63.0
sub-06_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
sub-06_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;61.0
sub-07_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;695;1.0;55.0
sub-07_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
sub-07_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;695;1.0;56.0
sub-07_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
sub-08_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;694;1.0;63.0
sub-08_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
sub-08_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;695;1.0;63.0
sub-08_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
sub-09_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;695;1.0;63.0
sub-09_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
sub-09_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;695;1.0;63.0
sub-09_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
sub-10_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;694;1.0;63.0
sub-10_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
sub-10_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;695;1.0;63.0
sub-10_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
sub-11_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;695;1.0;63.0
sub-11_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;62.0
sub-11_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;695;1.0;61.0
sub-11_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
sub-12_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;695;1.0;63.0
sub-12_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
sub-12_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;695;1.0;63.0
sub-12_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
sub-13_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;694;1.0;63.0
sub-13_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
sub-13_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;694;1.0;63.0
sub-13_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;59.0
sub-14_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;695;1.0;63.0
sub-14_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;62.0
sub-14_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;695;1.0;59.0
sub-14_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
sub-15_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;695;1.0;49.0
sub-15_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
sub-15_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;694;1.0;33.0
sub-15_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;58.0
sub-16_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;695;1.0;63.0
sub-16_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
