file;minutes;volumes;fd_threshold;afni_dof
sub-16_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;694;1.0;63.0
sub-16_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
sub-17_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;694;1.0;63.0
sub-17_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
sub-17_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;694;1.0;63.0
sub-17_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
sub-18_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;694;1.0;63.0
sub-18_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
sub-18_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;695;1.0;63.0
sub-18_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
sub-19_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;695;1.0;63.0
sub-19_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;60.0
sub-19_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;695;1.0;61.0
sub-19_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
sub-20_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
sub-20_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;695;1.0;63.0
sub-20_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
sub-21_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;693;1.0;63.0
sub-21_ses-1_task-SB_setting-preproc_bold.nii.gz;8;160;1.0;63.0
sub-21_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;695;1.0;63.0
sub-21_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
sub-22_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;694;1.0;62.0
sub-22_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
sub-22_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;694;1.0;63.0
sub-22_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
sub-23_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;695;1.0;63.0
sub-23_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
sub-23_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;695;1.0;61.0
sub-23_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
sub-24_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;695;1.0;63.0
sub-24_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;63.0
sub-24_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;61.0
sub-25_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;695;1.0;61.0
sub-25_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;60.0
sub-25_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;695;1.0;61.0
sub-25_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;1.0;62.0
sub-01_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;695;0.4;
sub-01_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;59.0
sub-01_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;695;0.4;
sub-01_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;56.0
sub-02_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;695;0.4;63.0
sub-02_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;63.0
sub-02_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;695;0.4;61.0
sub-02_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;61.0
sub-03_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;695;0.4;55.0
sub-03_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;63.0
sub-03_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;695;0.4;59.0
sub-03_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;63.0
sub-04_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;695;0.4;
sub-04_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;50.0
sub-04_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;695;0.4;8.0
sub-04_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;60.0
sub-05_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;695;0.4;63.0
sub-05_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;59.0
sub-05_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;695;0.4;63.0
sub-05_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;62.0
sub-06_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;695;0.4;36.0
sub-06_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;59.0
sub-06_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;53.0
sub-07_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;695;0.4;12.0
sub-07_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;42.0
sub-07_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;695;0.4;11.0
sub-07_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;56.0
sub-08_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;694;0.4;6.0
sub-08_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;63.0
sub-08_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;695;0.4;11.0
sub-08_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;60.0
sub-09_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;695;0.4;47.0
sub-09_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;63.0
sub-09_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;695;0.4;54.0
sub-09_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;63.0
sub-10_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;694;0.4;39.0
sub-10_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;63.0
sub-10_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;695;0.4;38.0
sub-10_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;63.0
sub-11_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;695;0.4;
sub-11_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;59.0
sub-11_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;695;0.4;
sub-11_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;62.0
sub-12_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;695;0.4;58.0
sub-12_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;63.0
sub-12_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;695;0.4;57.0
sub-12_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;63.0
sub-13_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;694;0.4;62.0
sub-13_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;53.0
sub-13_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;694;0.4;55.0
sub-13_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;38.0
sub-14_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;695;0.4;56.0
sub-14_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;
sub-14_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;695;0.4;
sub-14_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;45.0
sub-15_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;695;0.4;
sub-15_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;55.0
sub-15_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;694;0.4;
sub-15_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;36.0
sub-16_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;695;0.4;36.0
sub-16_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;63.0
sub-16_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;694;0.4;56.0
sub-16_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;50.0
sub-17_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;694;0.4;55.0
sub-17_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;63.0
sub-17_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;694;0.4;58.0
sub-17_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;63.0
sub-18_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;694;0.4;54.0
sub-18_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;57.0
sub-18_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;695;0.4;57.0
sub-18_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;56.0
sub-19_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;695;0.4;
sub-19_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;42.0
sub-19_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;695;0.4;
sub-19_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;63.0
sub-20_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;63.0
sub-20_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;695;0.4;62.0
sub-20_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;63.0
sub-21_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;693;0.4;63.0
sub-21_ses-1_task-SB_setting-preproc_bold.nii.gz;8;160;0.4;63.0
sub-21_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;695;0.4;62.0
sub-21_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;63.0
sub-22_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;694;0.4;2.0
sub-22_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;52.0
sub-22_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;694;0.4;39.0
sub-22_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;56.0
sub-23_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;695;0.4;33.0
sub-23_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;62.0
sub-23_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;695;0.4;34.0
sub-23_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;63.0
sub-24_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;695;0.4;40.0
sub-24_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;60.0
sub-24_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;58.0
sub-25_ses-1_task-MB4_setting-preproc_bold.nii.gz;8;695;0.4;49.0
sub-25_ses-1_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;56.0
sub-25_ses-2_task-MB4_setting-preproc_bold.nii.gz;8;695;0.4;
sub-25_ses-2_task-SB_setting-preproc_bold.nii.gz;8;159;0.4;53.0
sub-01_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;54.0
sub-01_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;75.0
sub-01_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;34.0
sub-01_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;75.0
sub-02_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;75.0
sub-02_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;75.0
sub-02_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;75.0
sub-02_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;75.0
sub-03_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;75.0
sub-03_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;75.0
sub-03_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;75.0
sub-03_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;75.0
sub-04_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;75.0
sub-04_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;75.0
sub-04_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;75.0
sub-04_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;75.0
sub-05_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;75.0
sub-05_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;75.0
sub-05_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;75.0
sub-05_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;75.0
sub-06_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;75.0
sub-06_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;75.0
sub-06_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;73.0
sub-07_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;67.0
sub-07_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;75.0
sub-07_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;67.0
sub-07_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;74.0
sub-08_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;75.0
sub-08_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;75.0
sub-08_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;75.0
sub-08_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;75.0
sub-09_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;75.0
sub-09_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;75.0
sub-09_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;75.0
sub-09_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;75.0
sub-10_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;75.0
sub-10_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;75.0
sub-10_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;75.0
sub-10_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;75.0
sub-11_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;74.0
sub-11_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;74.0
sub-11_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;73.0
sub-11_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;75.0
sub-12_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;75.0
sub-12_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;75.0
sub-12_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;75.0
sub-12_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;75.0
sub-13_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;75.0
sub-13_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;75.0
sub-13_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;75.0
sub-13_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;71.0
sub-14_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;75.0
sub-14_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;74.0
sub-14_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;71.0
sub-14_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;75.0
sub-15_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;55.0
sub-15_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;75.0
sub-15_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;45.0
sub-15_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;68.0
sub-16_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;75.0
sub-16_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;71.0
sub-16_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;75.0
sub-16_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;75.0
sub-17_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;75.0
sub-17_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;75.0
sub-17_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;75.0
sub-17_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;75.0
sub-18_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;75.0
sub-18_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;75.0
sub-18_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;75.0
sub-18_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;75.0
sub-19_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;75.0
sub-19_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;72.0
sub-19_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;73.0
sub-19_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;75.0
sub-20_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;75.0
sub-20_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;75.0
sub-20_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;75.0
sub-21_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;780;1.0;75.0
sub-21_ses-1_task-SB_setting-preproc_bold.nii.gz;9;180;1.0;75.0
sub-21_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;75.0
sub-21_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;75.0
sub-22_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;74.0
sub-22_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;75.0
sub-22_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;75.0
sub-22_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;75.0
sub-23_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;75.0
sub-23_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;75.0
sub-23_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;68.0
sub-23_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;75.0
sub-24_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;75.0
sub-24_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;75.0
sub-24_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;73.0
sub-25_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;72.0
sub-25_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;72.0
sub-25_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;1.0;73.0
sub-25_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;1.0;74.0
sub-01_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;
sub-01_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;71.0
sub-01_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;
sub-01_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;66.0
sub-02_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;74.0
sub-02_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;75.0
sub-02_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;73.0
sub-02_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;73.0
sub-03_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;64.0
sub-03_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;75.0
sub-03_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;71.0
sub-03_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;75.0
sub-04_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;
sub-04_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;60.0
sub-04_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;16.0
sub-04_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;72.0
sub-05_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;75.0
sub-05_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;71.0
sub-05_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;75.0
sub-05_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;74.0
sub-06_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;47.0
sub-06_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;71.0
sub-06_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;63.0
sub-07_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;18.0
sub-07_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;49.0
sub-07_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;2.0
sub-07_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;64.0
sub-08_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;16.0
sub-08_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;75.0
sub-08_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;18.0
sub-08_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;71.0
sub-09_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;59.0
sub-09_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;75.0
sub-09_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;66.0
sub-09_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;75.0
sub-10_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;37.0
sub-10_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;75.0
sub-10_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;45.0
sub-10_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;75.0
sub-11_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;
sub-11_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;68.0
sub-11_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;7.0
sub-11_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;71.0
sub-12_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;70.0
sub-12_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;75.0
sub-12_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;69.0
sub-12_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;75.0
sub-13_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;74.0
sub-13_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;63.0
sub-13_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;65.0
sub-13_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;50.0
sub-14_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;66.0
sub-14_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;
sub-14_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;4.0
sub-14_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;53.0
sub-15_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;
sub-15_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;66.0
sub-15_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;
sub-15_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;44.0
sub-16_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;46.0
sub-16_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;70.0
sub-16_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;63.0
sub-16_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;62.0
sub-17_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;67.0
sub-17_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;75.0
sub-17_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;69.0
sub-17_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;75.0
sub-18_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;66.0
sub-18_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;66.0
sub-18_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;68.0
sub-18_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;68.0
sub-19_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;6.0
sub-19_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;54.0
sub-19_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;
sub-19_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;71.0
sub-20_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;75.0
sub-20_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;73.0
sub-20_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;75.0
sub-21_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;780;0.4;75.0
sub-21_ses-1_task-SB_setting-preproc_bold.nii.gz;9;180;0.4;75.0
sub-21_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;74.0
sub-21_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;75.0
sub-22_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;13.0
sub-22_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;59.0
sub-22_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;48.0
sub-22_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;68.0
sub-23_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;42.0
sub-23_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;71.0
sub-23_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;30.0
sub-23_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;75.0
sub-24_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;48.0
sub-24_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;72.0
